SOUID,DATE,SUNSHINE,QUALITY
129536,19460828,100,0
129536,19460829,14,0
129536,19460830,41,0
129536,19460831,20,0
129536,19460901,11,0
129536,19460902,16,0
129536,19460903,83,0
129536,19460904,47,0
129536,19460905,53,0
129536,19460906,0,0
129536,19460907,72,0
129536,19460908,73,0
129536,19460909,79,0
129536,19460910,104,0
129536,19460911,110,0
129536,19460912,104,0
129536,19460913,110,0
129536,19460914,40,0
129536,19460915,2,0
129536,19460916,69,0
129536,19460917,67,0
129536,19460918,48,0
129536,19460919,6,0
129536,19460920,97,0
129536,19460921,39,0
129536,19460922,103,0
129536,19460923,76,0
129536,19460924,83,0
129536,19460925,67,0
129536,19460926,71,0
129536,19460927,44,0
129536,19460928,60,0
129536,19460929,0,0
129536,19460930,38,0
129536,19461001,2,0
129536,19461002,43,0
129536,19461003,62,0
129536,19461004,13,0
129536,19461005,1,0
129536,19461006,9,0
129536,19461007,20,0
129536,19461008,27,0
129536,19461009,54,0
129536,19461010,59,0
129536,19461011,98,0
129536,19461012,103,0
129536,19461013,66,0
129536,19461014,55,0
129536,19461015,11,0
129536,19461016,62,0
129536,19461017,54,0
129536,19461018,71,0
129536,19461019,31,0
129536,19461020,44,0
129536,19461021,20,0
129536,19461022,54,0
129536,19461023,0,0
129536,19461024,8,0
129536,19461025,57,0
129536,19461026,57,0
129536,19461027,27,0
129536,19461028,6,0
129536,19461029,1,0
129536,19461030,17,0
129536,19461031,42,0
129536,19461101,4,0
129536,19461102,69,0
129536,19461103,29,0
129536,19461104,41,0
129536,19461105,15,0
129536,19461106,1,0
129536,19461107,0,0
129536,19461108,0,0
129536,19461109,0,0
129536,19461110,0,0
129536,19461111,69,0
129536,19461112,84,0
129536,19461113,43,0
129536,19461114,3,0
129536,19461115,47,0
129536,19461116,28,0
129536,19461117,0,0
129536,19461118,16,0
129536,19461119,0,0
129536,19461120,71,0
129536,19461121,52,0
129536,19461122,9,0
129536,19461123,28,0
129536,19461124,38,0
129536,19461125,20,0
129536,19461126,0,0
129536,19461127,72,0
129536,19461128,0,0
129536,19461129,0,0
129536,19461130,17,0
129536,19461201,16,0
129536,19461202,2,0
129536,19461203,8,0
129536,19461204,37,0
129536,19461205,5,0
129536,19461206,5,0
129536,19461207,1,0
129536,19461208,43,0
129536,19461209,7,0
129536,19461210,0,0
129536,19461211,14,0
129536,19461212,0,0
129536,19461213,0,0
129536,19461214,0,0
129536,19461215,0,0
129536,19461216,0,0
129536,19461217,0,0
129536,19461218,29,0
129536,19461219,0,0
129536,19461220,2,0
129536,19461221,0,0
129536,19461222,0,0
129536,19461223,0,0
129536,19461224,0,0
129536,19461225,0,0
129536,19461226,0,0
129536,19461227,0,0
129536,19461228,0,0
129536,19461229,1,0
129536,19461230,0,0
129536,19461231,0,0
129536,19470101,12,0
129536,19470102,0,0
129536,19470103,7,0
129536,19470104,62,0
129536,19470105,18,0
129536,19470106,45,0
129536,19470107,0,0
129536,19470108,0,0
129536,19470109,0,0
129536,19470110,7,0
129536,19470111,0,0
129536,19470112,15,0
129536,19470113,0,0
129536,19470114,4,0
129536,19470115,50,0
129536,19470116,0,0
129536,19470117,0,0
129536,19470118,0,0
129536,19470119,0,0
129536,19470120,16,0
129536,19470121,15,0
129536,19470122,3,0
129536,19470123,68,0
129536,19470124,73,0
129536,19470125,41,0
129536,19470126,0,0
129536,19470127,25,0
129536,19470128,67,0
129536,19470129,45,0
129536,19470130,12,0
129536,19470131,10,0
129536,19470201,0,0
129536,19470202,27,0
129536,19470203,25,0
129536,19470204,0,0
129536,19470205,0,0
129536,19470206,0,0
129536,19470207,1,0
129536,19470208,14,0
129536,19470209,58,0
129536,19470210,6,0
129536,19470211,49,0
129536,19470212,49,0
129536,19470213,0,0
129536,19470214,0,0
129536,19470215,0,0
129536,19470216,0,0
129536,19470217,28,0
129536,19470218,0,0
129536,19470219,0,0
129536,19470220,3,0
129536,19470221,0,0
129536,19470222,0,0
129536,19470223,20,0
129536,19470224,1,0
129536,19470225,0,0
129536,19470226,91,0
129536,19470227,42,0
129536,19470228,16,0
129536,19470301,63,0
129536,19470302,86,0
129536,19470303,12,0
129536,19470304,30,0
129536,19470305,0,0
129536,19470306,78,0
129536,19470307,7,0
129536,19470308,10,0
129536,19470309,54,0
129536,19470310,0,0
129536,19470311,19,0
129536,19470312,0,0
129536,19470313,15,0
129536,19470314,27,0
129536,19470315,0,0
129536,19470316,66,0
129536,19470317,15,0
129536,19470318,58,0
129536,19470319,0,0
129536,19470320,12,0
129536,19470321,61,0
129536,19470322,33,0
129536,19470323,93,0
129536,19470324,54,0
129536,19470325,0,0
129536,19470326,2,0
129536,19470327,70,0
129536,19470328,94,0
129536,19470329,16,0
129536,19470330,0,0
129536,19470331,1,0
129536,19470401,91,0
129536,19470402,2,0
129536,19470403,99,0
129536,19470404,49,0
129536,19470405,35,0
129536,19470406,2,0
129536,19470407,27,0
129536,19470408,78,0
129536,19470409,65,0
129536,19470410,96,0
129536,19470411,124,0
129536,19470412,124,0
129536,19470413,126,0
129536,19470414,127,0
129536,19470415,127,0
129536,19470416,127,0
129536,19470417,114,0
129536,19470418,68,0
129536,19470419,84,0
129536,19470420,126,0
129536,19470421,57,0
129536,19470422,89,0
129536,19470423,61,0
129536,19470424,85,0
129536,19470425,131,0
129536,19470426,84,0
129536,19470427,10,0
129536,19470428,64,0
129536,19470429,123,0
129536,19470430,100,0
129536,19470501,19,0
129536,19470502,15,0
129536,19470503,12,0
129536,19470504,47,0
129536,19470505,0,0
129536,19470506,16,0
129536,19470507,138,0
129536,19470508,132,0
129536,19470509,108,0
129536,19470510,26,0
129536,19470511,121,0
129536,19470512,132,0
129536,19470513,128,0
129536,19470514,72,0
129536,19470515,32,0
129536,19470516,0,0
129536,19470517,37,0
129536,19470518,7,0
129536,19470519,58,0
129536,19470520,15,0
129536,19470521,4,0
129536,19470522,1,0
129536,19470523,84,0
129536,19470524,93,0
129536,19470525,75,0
129536,19470526,133,0
129536,19470527,73,0
129536,19470528,133,0
129536,19470529,141,0
129536,19470530,142,0
129536,19470531,136,0
129536,19470601,108,0
129536,19470602,129,0
129536,19470603,143,0
129536,19470604,128,0
129536,19470605,107,0
129536,19470606,16,0
129536,19470607,49,0
129536,19470608,75,0
129536,19470609,107,0
129536,19470610,96,0
129536,19470611,145,0
129536,19470612,138,0
129536,19470613,11,0
129536,19470614,80,0
129536,19470615,46,0
129536,19470616,87,0
129536,19470617,144,0
129536,19470618,147,0
129536,19470619,66,0
129536,19470620,60,0
129536,19470621,86,0
129536,19470622,21,0
129536,19470623,58,0
129536,19470624,145,0
129536,19470625,143,0
129536,19470626,146,0
129536,19470627,145,0
129536,19470628,144,0
129536,19470629,121,0
129536,19470630,20,0
129536,19470701,0,0
129536,19470702,29,0
129536,19470703,112,0
129536,19470704,64,0
129536,19470705,63,0
129536,19470706,84,0
129536,19470707,140,0
129536,19470708,21,0
129536,19470709,15,0
129536,19470710,33,0
129536,19470711,46,0
129536,19470712,40,0
129536,19470713,127,0
129536,19470714,143,0
129536,19470715,143,0
129536,19470716,105,0
129536,19470717,11,0
129536,19470718,37,0
129536,19470719,120,0
129536,19470720,70,0
129536,19470721,139,0
129536,19470722,140,0
129536,19470723,140,0
129536,19470724,134,0
129536,19470725,137,0
129536,19470726,78,0
129536,19470727,128,0
129536,19470728,139,0
129536,19470729,140,0
129536,19470730,79,0
129536,19470731,121,0
129536,19470801,130,0
129536,19470802,107,0
129536,19470803,126,0
129536,19470804,98,0
129536,19470805,39,0
129536,19470806,86,0
129536,19470807,61,0
129536,19470808,93,0
129536,19470809,133,0
129536,19470810,90,0
129536,19470811,78,0
129536,19470812,133,0
129536,19470813,134,0
129536,19470814,136,0
129536,19470815,130,0
129536,19470816,128,0
129536,19470817,133,0
129536,19470818,131,0
129536,19470819,102,0
129536,19470820,115,0
129536,19470821,46,0
129536,19470822,7,0
129536,19470823,104,0
129536,19470824,104,0
129536,19470825,113,0
129536,19470826,111,0
129536,19470827,128,0
129536,19470828,120,0
129536,19470829,124,0
129536,19470830,126,0
129536,19470831,126,0
129536,19470901,119,0
129536,19470902,118,0
129536,19470903,62,0
129536,19470904,97,0
129536,19470905,115,0
129536,19470906,80,0
129536,19470907,40,0
129536,19470908,88,0
129536,19470909,51,0
129536,19470910,111,0
129536,19470911,109,0
129536,19470912,113,0
129536,19470913,113,0
129536,19470914,111,0
129536,19470915,111,0
129536,19470916,111,0
129536,19470917,87,0
129536,19470918,108,0
129536,19470919,109,0
129536,19470920,105,0
129536,19470921,63,0
129536,19470922,25,0
129536,19470923,3,0
129536,19470924,0,0
129536,19470925,0,0
129536,19470926,0,0
129536,19470927,105,0
129536,19470928,81,0
129536,19470929,78,0
129536,19470930,22,0
129536,19471001,107,0
129536,19471002,105,0
129536,19471003,104,0
129536,19471004,105,0
129536,19471005,103,0
129536,19471006,63,0
129536,19471007,93,0
129536,19471008,102,0
129536,19471009,39,0
129536,19471010,0,0
129536,19471011,49,0
129536,19471012,0,0
129536,19471013,0,0
129536,19471014,46,0
129536,19471015,6,0
129536,19471016,53,0
129536,19471017,19,0
129536,19471018,58,0
129536,19471019,102,0
129536,19471020,100,0
129536,19471021,95,0
129536,19471022,60,0
129536,19471023,0,0
129536,19471024,5,0
129536,19471025,45,0
129536,19471026,0,0
129536,19471027,24,0
129536,19471028,93,0
129536,19471029,12,0
129536,19471030,47,0
129536,19471031,6,0
129536,19471101,0,0
129536,19471102,66,0
129536,19471103,0,0
129536,19471104,11,0
129536,19471105,0,0
129536,19471106,18,0
129536,19471107,11,0
129536,19471108,34,0
129536,19471109,35,0
129536,19471110,0,0
129536,19471111,0,0
129536,19471112,64,0
129536,19471113,0,0
129536,19471114,0,0
129536,19471115,0,0
129536,19471116,49,0
129536,19471117,11,0
129536,19471118,0,0
129536,19471119,0,0
129536,19471120,14,0
129536,19471121,0,0
129536,19471122,36,0
129536,19471123,8,0
129536,19471124,30,0
129536,19471125,2,0
129536,19471126,24,0
129536,19471127,73,0
129536,19471128,18,0
129536,19471129,0,0
129536,19471130,67,0
129536,19471201,0,0
129536,19471202,27,0
129536,19471203,43,0
129536,19471204,0,0
129536,19471205,64,0
129536,19471206,0,0
129536,19471207,2,0
129536,19471208,4,0
129536,19471209,9,0
129536,19471210,31,0
129536,19471211,59,0
129536,19471212,8,0
129536,19471213,0,0
129536,19471214,31,0
129536,19471215,28,0
129536,19471216,0,0
129536,19471217,0,0
129536,19471218,10,0
129536,19471219,0,0
129536,19471220,17,0
129536,19471221,0,0
129536,19471222,0,0
129536,19471223,0,0
129536,19471224,0,0
129536,19471225,0,0
129536,19471226,16,0
129536,19471227,0,0
129536,19471228,0,0
129536,19471229,0,0
129536,19471230,16,0
129536,19471231,3,0
129536,19480101,0,0
129536,19480102,0,0
129536,19480103,0,0
129536,19480104,12,0
129536,19480105,1,0
129536,19480106,32,0
129536,19480107,5,0
129536,19480108,17,0
129536,19480109,70,0
129536,19480110,8,0
129536,19480111,23,0
129536,19480112,27,0
129536,19480113,0,0
129536,19480114,12,0
129536,19480115,0,0
129536,19480116,0,0
129536,19480117,0,0
129536,19480118,0,0
129536,19480119,42,0
129536,19480120,0,0
129536,19480121,53,0
129536,19480122,18,0
129536,19480123,0,0
129536,19480124,17,0
129536,19480125,0,0
129536,19480126,0,0
129536,19480127,23,0
129536,19480128,18,0
129536,19480129,37,0
129536,19480130,32,0
129536,19480131,32,0
129536,19480201,28,0
129536,19480202,15,0
129536,19480203,10,0
129536,19480204,38,0
129536,19480205,30,0
129536,19480206,2,0
129536,19480207,1,0
129536,19480208,0,0
129536,19480209,18,0
129536,19480210,25,0
129536,19480211,2,0
129536,19480212,0,0
129536,19480213,4,0
129536,19480214,0,0
129536,19480215,18,0
129536,19480216,46,0
129536,19480217,18,0
129536,19480218,60,0
129536,19480219,57,0
129536,19480220,58,0
129536,19480221,40,0
129536,19480222,0,0
129536,19480223,13,0
129536,19480224,89,0
129536,19480225,61,0
129536,19480226,92,0
129536,19480227,93,0
129536,19480228,87,0
129536,19480229,69,0
129536,19480301,68,0
129536,19480302,84,0
129536,19480303,62,0
129536,19480304,88,0
129536,19480305,96,0
129536,19480306,92,0
129536,19480307,96,0
129536,19480308,22,0
129536,19480309,96,0
129536,19480310,67,0
129536,19480311,67,0
129536,19480312,1,0
129536,19480313,46,0
129536,19480314,101,0
129536,19480315,55,0
129536,19480316,0,0
129536,19480317,2,0
129536,19480318,75,0
129536,19480319,83,0
129536,19480320,57,0
129536,19480321,89,0
129536,19480322,78,0
129536,19480323,60,0
129536,19480324,110,0
129536,19480325,112,0
129536,19480326,88,0
129536,19480327,111,0
129536,19480328,114,0
129536,19480329,112,0
129536,19480330,101,0
129536,19480331,25,0
129536,19480401,0,0
129536,19480402,71,0
129536,19480403,16,0
129536,19480404,69,0
129536,19480405,16,0
129536,19480406,11,0
129536,19480407,48,0
129536,19480408,70,0
129536,19480409,32,0
129536,19480410,24,0
129536,19480411,117,0
129536,19480412,64,0
129536,19480413,106,0
129536,19480414,122,0
129536,19480415,40,0
129536,19480416,8,0
129536,19480417,80,0
129536,19480418,93,0
129536,19480419,108,0
129536,19480420,83,0
129536,19480421,127,0
129536,19480422,111,0
129536,19480423,0,0
129536,19480424,17,0
129536,19480425,90,0
129536,19480426,125,0
129536,19480427,131,0
129536,19480428,134,0
129536,19480429,87,0
129536,19480430,36,0
129536,19480501,77,0
129536,19480502,83,0
129536,19480503,0,0
129536,19480504,0,0
129536,19480505,0,0
129536,19480506,53,0
129536,19480507,63,0
129536,19480508,103,0
129536,19480509,82,0
129536,19480510,66,0
129536,19480511,121,0
129536,19480512,133,0
129536,19480513,113,0
129536,19480514,45,0
129536,19480515,84,0
129536,19480516,123,0
129536,19480517,140,0
129536,19480518,140,0
129536,19480519,141,0
129536,19480520,125,0
129536,19480521,129,0
129536,19480522,138,0
129536,19480523,120,0
129536,19480524,73,0
129536,19480525,78,0
129536,19480526,74,0
129536,19480527,92,0
129536,19480528,30,0
129536,19480529,61,0
129536,19480530,24,0
129536,19480531,137,0
129536,19480601,52,0
129536,19480602,95,0
129536,19480603,0,0
129536,19480604,24,0
129536,19480605,113,0
129536,19480606,140,0
129536,19480607,120,0
129536,19480608,147,0
129536,19480609,147,0
129536,19480610,146,0
129536,19480611,145,0
129536,19480612,128,0
129536,19480613,99,0
129536,19480614,143,0
129536,19480615,101,0
129536,19480616,28,0
129536,19480617,131,0
129536,19480618,37,0
129536,19480619,0,0
129536,19480620,0,0
129536,19480621,71,0
129536,19480622,43,0
129536,19480623,31,0
129536,19480624,60,0
129536,19480625,36,0
129536,19480626,92,0
129536,19480627,67,0
129536,19480628,78,0
129536,19480629,40,0
129536,19480630,1,0
129536,19480701,47,0
129536,19480702,24,0
129536,19480703,32,0
129536,19480704,140,0
129536,19480705,30,0
129536,19480706,0,0
129536,19480707,0,0
129536,19480708,17,0
129536,19480709,32,0
129536,19480710,14,0
129536,19480711,7,0
129536,19480712,41,0
129536,19480713,68,0
129536,19480714,0,0
129536,19480715,4,0
129536,19480716,10,0
129536,19480717,31,0
129536,19480718,0,0
129536,19480719,39,0
129536,19480720,141,0
129536,19480721,138,0
129536,19480722,90,0
129536,19480723,59,0
129536,19480724,10,0
129536,19480725,47,0
129536,19480726,140,0
129536,19480727,125,0
129536,19480728,140,0
129536,19480729,128,0
129536,19480730,108,0
129536,19480731,114,0
129536,19480801,133,0
129536,19480802,90,0
129536,19480803,70,0
129536,19480804,19,0
129536,19480805,61,0
129536,19480806,136,0
129536,19480807,38,0
129536,19480808,4,0
129536,19480809,78,0
129536,19480810,12,0
129536,19480811,74,0
129536,19480812,0,0
129536,19480813,60,0
129536,19480814,0,0
129536,19480815,103,0
129536,19480816,132,0
129536,19480817,67,0
129536,19480818,37,0
129536,19480819,38,0
129536,19480820,101,0
129536,19480821,122,0
129536,19480822,10,0
129536,19480823,87,0
129536,19480824,68,0
129536,19480825,117,0
129536,19480826,126,0
129536,19480827,79,0
129536,19480828,36,0
129536,19480829,71,0
129536,19480830,125,0
129536,19480831,104,0
129536,19480901,71,0
129536,19480902,112,0
129536,19480903,37,0
129536,19480904,13,0
129536,19480905,78,0
129536,19480906,68,0
129536,19480907,37,0
129536,19480908,113,0
129536,19480909,111,0
129536,19480910,72,0
129536,19480911,85,0
129536,19480912,0,0
129536,19480913,0,0
129536,19480914,56,0
129536,19480915,105,0
129536,19480916,5,0
129536,19480917,99,0
129536,19480918,91,0
129536,19480919,90,0
129536,19480920,66,0
129536,19480921,46,0
129536,19480922,108,0
129536,19480923,100,0
129536,19480924,95,0
129536,19480925,54,0
129536,19480926,60,0
129536,19480927,57,0
129536,19480928,90,0
129536,19480929,93,0
129536,19480930,87,0
129536,19481001,96,0
129536,19481002,105,0
129536,19481003,83,0
129536,19481004,93,0
129536,19481005,1,0
129536,19481006,0,0
129536,19481007,0,0
129536,19481008,80,0
129536,19481009,101,0
129536,19481010,46,0
129536,19481011,9,0
129536,19481012,48,0
129536,19481013,53,0
129536,19481014,61,0
129536,19481015,65,0
129536,19481016,45,0
129536,19481017,29,0
129536,19481018,6,0
129536,19481019,0,0
129536,19481020,92,0
129536,19481021,66,0
129536,19481022,60,0
129536,19481023,29,0
129536,19481024,92,0
129536,19481025,40,0
129536,19481026,50,0
129536,19481027,0,0
129536,19481028,1,0
129536,19481029,27,0
129536,19481030,0,0
129536,19481031,0,0
129536,19481101,0,0
129536,19481102,1,0
129536,19481103,0,0
129536,19481104,15,0
129536,19481105,0,0
129536,19481106,48,0
129536,19481107,4,0
129536,19481108,3,0
129536,19481109,36,0
129536,19481110,70,0
129536,19481111,0,0
129536,19481112,21,0
129536,19481113,67,0
129536,19481114,9,0
129536,19481115,36,0
129536,19481116,9,0
129536,19481117,0,0
129536,19481118,9,0
129536,19481119,0,0
129536,19481120,29,0
129536,19481121,0,0
129536,19481122,45,0
129536,19481123,76,0
129536,19481124,4,0
129536,19481125,78,0
129536,19481126,71,0
129536,19481127,0,0
129536,19481128,0,0
129536,19481129,0,0
129536,19481130,29,0
129536,19481201,0,0
129536,19481202,0,0
129536,19481203,0,0
129536,19481204,2,0
129536,19481205,48,0
129536,19481206,0,0
129536,19481207,0,0
129536,19481208,0,0
129536,19481209,0,0
129536,19481210,0,0
129536,19481211,14,0
129536,19481212,0,0
129536,19481213,6,0
129536,19481214,0,0
129536,19481215,2,0
129536,19481216,14,0
129536,19481217,0,0
129536,19481218,52,0
129536,19481219,0,0
129536,19481220,0,0
129536,19481221,0,0
129536,19481222,0,0
129536,19481223,0,0
129536,19481224,55,0
129536,19481225,35,0
129536,19481226,0,0
129536,19481227,0,0
129536,19481228,31,0
129536,19481229,0,0
129536,19481230,51,0
129536,19481231,22,0
129536,19490101,25,0
129536,19490102,0,0
129536,19490103,22,0
129536,19490104,62,0
129536,19490105,0,0
129536,19490106,70,0
129536,19490107,0,0
129536,19490108,0,0
129536,19490109,0,0
129536,19490110,71,0
129536,19490111,6,0
129536,19490112,0,0
129536,19490113,27,0
129536,19490114,2,0
129536,19490115,3,0
129536,19490116,0,0
129536,19490117,0,0
129536,19490118,0,0
129536,19490119,44,0
129536,19490120,36,0
129536,19490121,36,0
129536,19490122,49,0
129536,19490123,81,0
129536,19490124,41,0
129536,19490125,61,0
129536,19490126,0,0
129536,19490127,0,0
129536,19490128,5,0
129536,19490129,0,0
129536,19490130,0,0
129536,19490131,5,0
129536,19490201,55,0
129536,19490202,54,0
129536,19490203,83,0
129536,19490204,86,0
129536,19490205,49,0
129536,19490206,84,0
129536,19490207,60,0
129536,19490208,10,0
129536,19490209,0,0
129536,19490210,64,0
129536,19490211,83,0
129536,19490212,70,0
129536,19490213,37,0
129536,19490214,58,0
129536,19490215,43,0
129536,19490216,48,0
129536,19490217,45,0
129536,19490218,54,0
129536,19490219,33,0
129536,19490220,91,0
129536,19490221,90,0
129536,19490222,41,0
129536,19490223,64,0
129536,19490224,20,0
129536,19490225,23,0
129536,19490226,95,0
129536,19490227,40,0
129536,19490228,73,0
129536,19490301,6,0
129536,19490302,38,0
129536,19490303,26,0
129536,19490304,71,0
129536,19490305,106,0
129536,19490306,94,0
129536,19490307,65,0
129536,19490308,47,0
129536,19490309,0,0
129536,19490310,26,0
129536,19490311,0,0
129536,19490312,46,0
129536,19490313,46,0
129536,19490314,0,0
129536,19490315,33,0
129536,19490316,1,0
129536,19490317,52,0
129536,19490318,23,0
129536,19490319,19,0
129536,19490320,58,0
129536,19490321,89,0
129536,19490322,110,0
129536,19490323,111,0
129536,19490324,112,0
129536,19490325,111,0
129536,19490326,115,0
129536,19490327,116,0
129536,19490328,107,0
129536,19490329,115,0
129536,19490330,93,0
129536,19490331,85,0
129536,19490401,110,0
129536,19490402,113,0
129536,19490403,24,0
129536,19490404,83,0
129536,19490405,0,0
129536,19490406,53,0
129536,19490407,50,0
129536,19490408,38,0
129536,19490409,77,0
129536,19490410,98,0
129536,19490411,86,0
129536,19490412,0,0
129536,19490413,104,0
129536,19490414,110,0
129536,19490415,129,0
129536,19490416,130,0
129536,19490417,125,0
129536,19490418,126,0
129536,19490419,107,0
129536,19490420,54,0
129536,19490421,121,0
129536,19490422,75,0
129536,19490423,102,0
129536,19490424,113,0
129536,19490425,37,0
129536,19490426,0,0
129536,19490427,21,0
129536,19490428,65,0
129536,19490429,92,0
129536,19490430,0,0
129536,19490501,0,0
129536,19490502,0,0
129536,19490503,128,0
129536,19490504,87,0
129536,19490505,51,0
129536,19490506,69,0
129536,19490507,42,0
129536,19490508,121,0
129536,19490509,71,0
129536,19490510,53,0
129536,19490511,67,0
129536,19490512,0,0
129536,19490513,0,0
129536,19490514,87,0
129536,19490515,77,0
129536,19490516,127,0
129536,19490517,123,0
129536,19490518,0,0
129536,19490519,29,0
129536,19490520,39,0
129536,19490521,0,0
129536,19490522,0,0
129536,19490523,71,0
129536,19490524,36,0
129536,19490525,69,0
129536,19490526,42,0
129536,19490527,139,0
129536,19490528,132,0
129536,19490529,97,0
129536,19490530,8,0
129536,19490531,1,0
129536,19490601,4,0
129536,19490602,0,0
129536,19490603,76,0
129536,19490604,94,0
129536,19490605,32,0
129536,19490606,130,0
129536,19490607,140,0
129536,19490608,83,0
129536,19490609,51,0
129536,19490610,35,0
129536,19490611,103,0
129536,19490612,35,0
129536,19490613,140,0
129536,19490614,136,0
129536,19490615,50,0
129536,19490616,90,0
129536,19490617,121,0
129536,19490618,100,0
129536,19490619,137,0
129536,19490620,114,0
129536,19490621,145,0
